item_id,order_id,product_id,qty,promotion_id,cost
208,27,20,8,NULL,104
209,27,15,5,NULL,85
210,27,12,1,NULL,7
211,27,12,7,NULL,119
212,27,2,6,NULL,66
213,27,6,3,NULL,21
214,27,1,1,NULL,13
215,27,15,8,NULL,72
216,27,10,5,NULL,100
217,27,4,3,NULL,33
218,27,18,10,NULL,160
219,27,9,7,NULL,56
220,27,12,7,NULL,91
221,27,1,6,NULL,90
222,27,17,4,NULL,32
223,27,14,2,NULL,30
224,27,7,7,NULL,63
225,27,1,2,NULL,36
226,27,18,7,NULL,126
227,27,19,4,NULL,80
228,27,13,1,NULL,8
229,27,15,9,NULL,81
230,27,15,1,NULL,15
231,27,16,9,NULL,45
232,27,11,6,NULL,30
233,27,5,9,NULL,54
234,27,1,1,NULL,15
235,27,2,10,NULL,60
236,27,6,3,NULL,51
237,27,8,7,NULL,56
238,27,20,4,NULL,80
239,27,1,4,NULL,32
240,27,2,7,NULL,126
241,27,15,4,NULL,56
242,27,8,10,NULL,50
243,27,5,9,NULL,162
244,27,7,6,NULL,48
245,27,11,3,NULL,42
246,27,11,7,NULL,112
247,27,2,8,NULL,152
248,27,7,3,NULL,45
249,27,8,2,NULL,26
250,27,9,8,NULL,120
251,27,6,8,NULL,120
252,27,15,2,NULL,26
253,27,4,3,NULL,54
254,27,20,8,NULL,64
255,27,2,9,NULL,81
256,27,20,2,NULL,20
257,27,11,8,NULL,80
258,27,15,9,NULL,135
259,27,2,3,NULL,57
260,27,4,3,NULL,42
261,27,15,3,NULL,21
262,27,18,3,NULL,18
263,27,10,7,NULL,42
264,27,15,8,NULL,128
265,27,9,10,NULL,180
266,27,16,2,NULL,10
267,27,13,10,NULL,90
268,27,1,2,NULL,36
269,27,17,2,NULL,20
270,27,2,9,NULL,81
271,27,20,4,NULL,56
272,27,6,4,NULL,48
273,27,4,6,NULL,42
274,27,18,8,NULL,120
275,27,12,1,NULL,14
276,27,16,8,NULL,136
277,27,18,1,NULL,19
278,27,3,9,NULL,54
279,27,17,9,NULL,180
280,27,20,10,NULL,140
281,27,16,6,NULL,108
282,27,7,10,NULL,80
283,27,9,6,NULL,96
284,27,7,7,NULL,56
285,27,13,1,NULL,8
286,27,20,8,NULL,152
287,27,20,4,NULL,28
288,27,5,2,NULL,10
289,27,11,6,NULL,48
290,27,15,7,NULL,77
291,27,19,7,NULL,98
292,27,13,4,NULL,32
293,27,10,7,NULL,63
294,27,17,8,NULL,144
295,27,4,2,NULL,14
296,27,20,10,NULL,110
297,27,16,8,NULL,136
298,27,13,7,NULL,35
299,27,5,6,NULL,108
300,27,9,6,NULL,78
301,27,11,6,NULL,90
302,27,7,6,NULL,84
303,27,20,9,NULL,117
304,27,10,5,NULL,90
305,27,8,8,NULL,72
306,27,20,3,NULL,51
307,27,14,10,NULL,60
308,27,8,6,NULL,96
309,27,19,8,NULL,96
310,27,15,6,NULL,30
311,27,18,7,NULL,35
312,27,18,7,NULL,140
313,27,1,3,NULL,60
314,27,13,1,NULL,13
315,27,4,1,NULL,5
316,27,11,5,NULL,45
317,27,6,9,NULL,126
318,27,12,9,NULL,153
319,27,20,3,NULL,21
320,27,19,4,NULL,44
321,27,2,10,NULL,60
322,27,17,2,NULL,20
323,27,14,10,NULL,150
324,27,11,7,NULL,84
325,27,6,10,NULL,110
326,27,18,8,NULL,128
327,27,18,10,NULL,190
328,27,6,10,NULL,180
329,27,8,3,NULL,45
330,27,6,9,NULL,45
331,27,5,2,NULL,16
332,27,18,9,NULL,45
333,27,10,6,NULL,72
334,27,8,2,NULL,20
335,27,18,1,NULL,10
336,27,10,5,NULL,95
337,27,20,6,NULL,36
338,27,20,10,NULL,150
339,27,3,3,NULL,24
340,27,3,2,NULL,16
341,27,19,4,NULL,76
342,27,14,2,NULL,26
343,27,16,1,NULL,7
344,27,13,6,NULL,102
345,27,10,8,NULL,144
346,27,19,2,NULL,32
347,27,5,10,NULL,200
348,27,5,9,NULL,54
349,27,1,2,NULL,34
350,27,13,8,NULL,40
351,28,14,9,NULL,144
352,29,12,7,NULL,42
353,30,3,10,NULL,110
354,31,1,8,NULL,104
355,31,3,9,NULL,90
356,31,4,7,NULL,91
357,31,3,4,NULL,40
358,31,12,4,NULL,32
359,31,18,10,NULL,80
360,31,7,3,NULL,48
361,31,7,4,NULL,40
362,32,4,9,NULL,153
363,32,3,9,NULL,135
364,32,13,1,NULL,5
365,32,11,2,NULL,14
366,32,5,5,NULL,55
367,32,12,4,NULL,72
368,32,12,5,NULL,80
369,32,7,1,NULL,20
370,33,10,3,NULL,48
371,33,7,6,NULL,42
372,33,14,6,NULL,90
373,33,7,2,NULL,10
374,33,2,8,NULL,112
375,33,16,3,NULL,33
376,34,9,8,NULL,96
377,34,2,2,NULL,18
378,34,1,4,NULL,56
379,34,14,5,NULL,65
380,34,20,9,NULL,54
381,34,1,7,NULL,112
382,34,5,3,NULL,48
383,34,15,5,NULL,45
384,34,20,7,NULL,126
385,35,14,9,NULL,72
386,35,18,4,NULL,80
387,35,3,5,NULL,50
388,35,16,6,NULL,48
389,35,4,3,NULL,57
390,35,16,7,NULL,42
391,35,4,6,NULL,48
392,35,13,4,NULL,36
393,35,7,2,NULL,28
394,35,5,4,NULL,36
395,36,3,10,NULL,110
396,36,3,6,NULL,108
397,37,2,8,NULL,136
398,38,12,3,NULL,54
399,38,1,7,NULL,119
400,38,2,9,NULL,63
401,38,9,7,NULL,140
402,38,10,10,NULL,160
403,38,3,4,NULL,76
404,39,19,4,NULL,56
405,40,12,10,NULL,190
406,41,13,8,NULL,160
407,42,12,1,NULL,15
408,43,6,4,NULL,20
409,44,19,1,NULL,9
410,45,18,2,NULL,38
411,46,4,10,NULL,100
412,47,1,3,NULL,18
413,48,14,1,NULL,8
414,49,10,2,NULL,40
415,50,13,1,NULL,10
416,51,14,4,NULL,32
417,52,3,10,NULL,150
418,53,15,9,NULL,63
419,54,4,4,NULL,48
420,55,10,6,NULL,90
421,56,1,5,NULL,25
422,56,15,9,NULL,135
423,56,11,2,NULL,36
424,56,5,10,NULL,50
425,56,1,7,NULL,119
426,56,18,6,NULL,60
427,56,2,8,NULL,40
428,56,2,3,NULL,21
429,56,16,10,NULL,170
430,56,4,5,NULL,95
431,56,1,6,NULL,108
432,56,12,1,NULL,9
433,56,3,1,NULL,7
434,56,17,3,NULL,15
435,56,11,10,NULL,160
436,56,18,10,NULL,90
437,56,9,8,NULL,56
438,56,7,8,NULL,56
439,56,17,1,NULL,11
440,56,16,10,NULL,180
441,56,17,5,NULL,90
442,56,2,1,NULL,18
443,56,6,10,NULL,150
444,56,5,6,NULL,36
445,56,7,5,NULL,35
446,57,7,8,NULL,112
447,57,1,1,NULL,13
448,57,6,1,NULL,20
449,57,12,2,NULL,32
450,57,3,7,NULL,112
451,57,11,10,NULL,150
452,57,19,10,NULL,100
453,57,3,7,NULL,126
454,57,5,5,NULL,85
455,57,15,3,NULL,27
456,57,8,5,NULL,90
457,57,12,10,NULL,170
458,57,14,2,NULL,16
459,57,9,5,NULL,50
460,57,1,1,NULL,13
461,57,9,4,NULL,40
462,57,13,6,NULL,36
463,57,4,10,NULL,170
464,57,20,9,NULL,126
465,57,3,5,NULL,85
466,57,1,9,NULL,180
467,57,13,6,NULL,96
468,57,4,3,NULL,30
469,57,20,3,NULL,15
470,57,16,5,NULL,95
471,57,1,10,NULL,160
472,57,12,9,NULL,117
473,57,4,9,NULL,72
474,57,16,9,NULL,72
475,57,12,6,NULL,120
476,57,6,8,NULL,64
477,57,15,7,NULL,56
478,57,15,6,NULL,90
479,57,8,5,NULL,70
480,57,10,3,NULL,39
481,57,4,7,NULL,133
482,57,9,1,NULL,19
483,57,8,8,NULL,112
484,57,15,4,6,52
485,57,18,3,NULL,48
486,57,11,3,NULL,18
487,57,14,10,NULL,50
488,57,20,6,NULL,72
489,57,7,9,NULL,180
490,57,16,10,NULL,180
491,57,18,6,NULL,84
492,57,6,3,NULL,39
493,57,19,10,NULL,60
494,57,19,9,NULL,171
495,57,11,8,NULL,64
496,57,5,3,NULL,18
497,57,8,9,NULL,171
498,57,1,5,NULL,65
499,57,2,1,NULL,7
500,57,15,7,NULL,91
501,57,7,1,NULL,12
502,57,9,8,NULL,56
503,57,3,5,NULL,100
504,57,19,1,NULL,8
505,57,10,1,NULL,6
506,57,17,1,NULL,18
507,57,7,7,NULL,77
508,57,1,1,NULL,9
509,57,20,1,NULL,15
510,57,2,8,NULL,80
511,57,12,9,NULL,117
512,57,10,8,NULL,144
513,57,9,10,NULL,200
514,57,2,9,NULL,126
515,57,19,1,NULL,15
516,57,3,6,NULL,114
517,57,20,7,NULL,119
518,57,15,2,NULL,26
519,57,13,8,NULL,96
520,57,15,3,NULL,27
521,57,14,5,NULL,30
522,57,2,8,NULL,64
523,57,1,2,NULL,12
524,57,16,5,NULL,75
525,57,7,5,NULL,100
526,57,13,3,NULL,54
527,57,1,4,NULL,56
528,57,12,3,NULL,24
529,57,15,4,NULL,28
530,57,8,5,NULL,75
531,57,4,7,NULL,63
532,57,1,2,NULL,40
533,57,13,4,NULL,76
534,57,14,4,NULL,20
535,57,7,2,NULL,18
536,57,20,6,NULL,54
537,57,16,9,NULL,162
538,57,4,4,NULL,52
539,57,3,7,NULL,63
540,57,6,1,NULL,9
541,57,10,5,7,30
542,57,16,10,NULL,110
543,57,2,5,NULL,45
544,57,19,1,NULL,19
545,57,4,9,NULL,135
546,57,20,5,NULL,100
547,57,2,3,NULL,57
548,57,17,3,NULL,18
549,57,13,6,NULL,90
550,57,15,10,NULL,180
551,57,19,1,NULL,7
552,57,18,6,NULL,54
553,57,14,8,NULL,112
554,57,14,4,NULL,80
555,57,2,1,NULL,6
556,57,19,2,8,26
557,57,5,10,9,180
558,57,15,6,NULL,54
559,57,7,10,NULL,190
560,57,19,1,NULL,18
561,57,10,4,NULL,72
562,57,20,2,NULL,18
563,57,9,9,NULL,126
564,57,16,5,NULL,50
565,57,17,8,NULL,96
566,57,3,5,NULL,80
567,57,20,9,NULL,117
568,57,6,7,NULL,105
569,57,6,5,NULL,90
570,57,5,7,NULL,63
571,57,2,9,NULL,153
572,57,14,9,NULL,81
573,57,4,1,NULL,18
574,57,6,1,NULL,10
575,57,19,4,NULL,24
576,57,20,10,NULL,80
577,57,7,6,NULL,78
578,57,3,1,NULL,15
579,57,3,7,NULL,126
580,57,6,9,NULL,63
581,57,1,1,NULL,11
582,57,5,9,NULL,144
583,57,3,9,NULL,45
584,57,17,1,NULL,12
585,57,20,6,NULL,108
586,57,11,3,NULL,48
587,57,13,1,NULL,19
588,57,4,1,NULL,20
589,57,13,5,NULL,60
590,57,6,2,NULL,16
591,57,10,6,NULL,72
592,57,2,4,NULL,52
593,57,3,2,NULL,34
594,57,17,5,NULL,95
595,57,16,3,NULL,27
596,57,18,2,NULL,18
597,57,1,10,NULL,80
598,57,14,7,NULL,140
599,57,19,8,NULL,40
600,57,6,9,NULL,81
601,57,11,10,NULL,200
602,57,13,5,NULL,25
603,57,8,6,NULL,114
604,57,13,3,NULL,54
605,57,8,2,NULL,34
606,57,1,1,NULL,9
607,57,8,7,NULL,140
608,57,7,6,NULL,54
609,57,2,6,NULL,120
610,57,18,7,NULL,35
611,57,12,5,NULL,35
612,57,17,9,NULL,180
613,57,15,1,NULL,16
614,57,16,10,NULL,90
615,57,12,5,NULL,25
616,57,11,10,NULL,100
617,57,19,10,NULL,110
618,57,13,2,NULL,24
619,57,4,10,NULL,130
620,57,14,3,NULL,36
621,57,19,9,NULL,153
622,57,4,6,NULL,102
623,57,18,5,NULL,75
624,57,11,4,NULL,40
625,57,2,10,NULL,170
626,57,10,7,NULL,140
627,57,2,10,NULL,180
628,57,13,7,NULL,70
629,57,15,8,NULL,112
630,57,9,6,NULL,90
631,57,6,2,NULL,22
632,57,6,6,NULL,120
633,57,1,3,NULL,60
634,57,7,3,NULL,18
635,57,17,6,NULL,66
636,57,19,6,NULL,114
637,57,13,6,NULL,36
638,57,8,2,NULL,36
639,57,6,10,NULL,190
640,57,15,3,NULL,24
641,57,10,6,NULL,120
642,57,19,8,NULL,120
643,57,14,10,NULL,140
644,57,16,3,NULL,54
645,57,19,4,NULL,68
646,57,6,8,NULL,128
647,57,15,10,NULL,80
648,57,9,8,NULL,112
649,57,15,1,NULL,18
650,57,13,7,NULL,56
651,57,20,5,NULL,80
652,57,15,1,NULL,9
653,57,2,9,NULL,162
654,57,4,10,NULL,60
655,57,11,6,NULL,54
656,57,17,9,NULL,99
657,57,17,1,NULL,8
658,57,17,1,NULL,9
659,57,15,3,NULL,51
660,57,19,8,NULL,160
661,57,16,10,NULL,50
662,57,15,3,NULL,36
663,57,13,6,NULL,72
664,57,12,5,NULL,30
665,57,13,9,NULL,63
666,57,18,8,NULL,64
667,57,11,3,NULL,39
668,57,8,9,NULL,54
669,57,18,8,NULL,128
670,57,12,7,NULL,35
671,57,17,3,NULL,48
672,57,15,2,NULL,14
673,57,7,8,NULL,120
674,57,16,6,NULL,84
675,57,13,2,NULL,36
676,57,11,4,NULL,68
677,57,4,6,NULL,36
678,57,1,1,NULL,13
679,57,11,4,NULL,64
680,57,9,8,NULL,160
681,57,17,7,NULL,91
682,57,17,6,NULL,90
683,57,20,8,NULL,136
684,57,14,1,NULL,20
685,57,6,6,NULL,108
686,57,4,1,NULL,7
687,57,4,2,NULL,16
688,57,13,3,NULL,27
689,57,1,2,NULL,24
690,57,3,7,NULL,133
691,57,14,8,NULL,144
692,57,3,6,NULL,60
693,57,17,6,NULL,36
694,57,9,9,NULL,117
695,57,8,2,NULL,20
696,57,12,6,NULL,108
697,57,9,4,NULL,56
698,57,8,5,NULL,80
699,57,16,7,NULL,105
700,57,2,9,NULL,90
701,57,17,6,NULL,66
702,57,4,3,NULL,27
703,57,16,8,NULL,120
704,58,19,3,NULL,27
705,59,8,2,NULL,24
706,60,8,10,NULL,140
707,61,7,10,NULL,170
708,61,11,5,NULL,85
709,61,7,2,NULL,28
710,61,8,8,NULL,48
711,61,10,7,NULL,112
712,61,6,7,NULL,105
713,61,20,5,NULL,30
714,61,14,7,NULL,70
715,62,11,10,NULL,50
716,62,18,1,NULL,6
717,62,20,1,NULL,9
718,62,16,4,NULL,64
719,62,20,10,NULL,180
720,62,14,8,NULL,40
721,62,16,1,NULL,8
722,62,14,9,NULL,90
723,63,19,1,NULL,9
724,63,14,9,NULL,126
725,63,14,8,NULL,152
726,63,12,3,NULL,57
727,63,4,6,NULL,42
728,63,4,1,NULL,16
729,64,11,3,NULL,15
730,64,9,10,NULL,50
731,64,15,6,NULL,48
732,64,18,5,NULL,45
733,64,12,9,NULL,144
734,64,3,2,NULL,14
735,64,12,6,NULL,78
736,64,18,5,NULL,50
737,64,8,2,NULL,34
738,65,18,9,NULL,81
739,65,18,6,NULL,102
740,65,19,5,NULL,80
741,65,7,3,NULL,36
742,65,8,8,NULL,72
743,65,9,2,NULL,36
744,65,13,1,NULL,15
745,65,16,9,NULL,108
746,65,11,2,NULL,10
747,65,2,7,NULL,77
748,66,5,7,NULL,70
749,66,8,8,NULL,152
750,67,11,7,NULL,140
751,68,14,3,NULL,21
752,68,7,6,NULL,66
753,68,5,1,NULL,5
754,68,17,4,NULL,20
755,68,15,2,NULL,28
756,68,9,10,NULL,200
757,69,14,5,NULL,75
758,70,12,7,NULL,133
759,71,8,7,NULL,63
760,72,20,1,NULL,6
761,73,12,2,NULL,32
762,74,18,5,NULL,80
763,75,8,5,NULL,50
764,76,9,4,NULL,32
765,77,9,2,NULL,34
766,78,15,2,NULL,20
767,79,8,2,NULL,16
768,80,15,9,NULL,153
769,81,2,6,NULL,78
770,82,6,3,NULL,39
771,83,8,10,NULL,140
772,84,1,2,NULL,38
773,85,9,4,NULL,52
774,86,13,1,NULL,13
775,86,7,5,NULL,90
776,86,20,9,NULL,81
777,86,4,7,NULL,70
778,86,18,9,NULL,171
779,86,12,10,NULL,170
780,86,10,6,NULL,66
781,86,15,8,NULL,120
782,86,17,8,NULL,64
783,86,5,4,NULL,60
784,86,5,9,NULL,90
785,86,3,1,NULL,14
786,86,20,9,NULL,171
787,86,18,1,NULL,5
788,86,4,3,NULL,48
789,86,15,3,NULL,24
790,86,4,8,NULL,104
791,86,1,3,NULL,24
792,86,20,10,NULL,100
793,86,15,2,NULL,12
794,86,20,10,NULL,150
795,86,1,10,NULL,180
796,86,10,3,NULL,45
797,86,3,2,NULL,26
798,86,9,5,NULL,80
799,87,16,8,NULL,88
800,87,10,1,NULL,20
801,87,8,6,NULL,108
802,87,16,3,NULL,18
803,87,6,7,NULL,105
804,87,4,9,NULL,180
805,87,13,8,NULL,128
806,87,5,10,NULL,200
807,87,6,3,NULL,15
808,87,4,4,NULL,60
809,87,4,3,NULL,54
810,87,8,6,NULL,120
811,87,12,6,NULL,114
812,87,3,5,NULL,95
813,87,15,5,NULL,100
814,87,14,9,NULL,99
815,87,7,7,NULL,119
816,87,4,2,NULL,16
817,87,14,1,NULL,18
818,87,11,1,NULL,7
819,87,4,1,NULL,11
820,87,7,10,NULL,80
821,87,7,10,NULL,200
822,87,7,9,NULL,126
823,87,8,2,NULL,28
824,87,18,5,NULL,100
825,87,8,6,NULL,48
826,87,20,5,NULL,55
827,87,9,9,NULL,162
828,87,7,10,NULL,80
829,87,12,2,NULL,36
830,87,9,8,NULL,112
831,87,19,10,NULL,160
832,87,19,9,NULL,45
833,87,7,3,NULL,15
834,87,18,4,NULL,56
835,87,16,1,NULL,18
836,87,19,3,NULL,57
837,87,5,2,NULL,22
838,87,6,6,NULL,78
839,87,12,9,NULL,54
840,87,10,5,NULL,60
841,87,19,6,NULL,102
842,87,18,5,NULL,80
843,87,14,3,NULL,15
844,87,16,8,NULL,160
845,87,18,6,NULL,30
846,87,4,7,NULL,91
847,87,20,1,NULL,17
848,87,11,4,NULL,68
849,87,19,5,NULL,40
850,87,12,5,NULL,60
851,87,11,1,NULL,5
852,87,17,6,NULL,30
853,87,19,6,NULL,48
854,87,14,1,NULL,9
855,87,14,1,NULL,12
856,87,18,10,NULL,190
857,87,8,3,NULL,42
858,87,11,5,NULL,35
859,87,2,2,NULL,30
860,87,12,6,NULL,102
861,87,13,6,NULL,72
862,87,10,6,NULL,108
863,87,11,1,NULL,14
864,87,3,5,NULL,35
865,87,1,1,NULL,13
866,87,8,9,NULL,45
867,87,19,6,NULL,66
868,87,1,10,NULL,50
869,87,10,10,NULL,110
870,87,7,1,NULL,5
871,87,17,7,NULL,49
872,87,19,1,NULL,18
873,87,9,7,NULL,42
874,87,20,1,NULL,6
875,87,7,6,NULL,54
876,87,15,6,NULL,102
877,87,6,5,NULL,40
878,87,9,3,NULL,36
879,87,16,8,NULL,40
880,87,11,6,NULL,78
881,87,6,1,NULL,10
882,87,12,4,NULL,28
883,87,14,10,NULL,50
884,87,19,3,NULL,18
885,87,18,9,NULL,153
886,87,3,8,NULL,80
887,87,19,5,NULL,90
888,87,18,1,NULL,17
889,87,3,1,NULL,9
890,87,13,3,NULL,30
891,87,7,8,NULL,160
892,87,7,8,NULL,144
893,87,19,8,NULL,40
894,87,6,5,NULL,75
895,87,6,8,NULL,96
896,87,18,1,NULL,5
897,87,10,3,NULL,39
898,87,11,3,NULL,60
899,87,1,4,NULL,24
900,87,12,4,NULL,68
901,87,9,8,NULL,160
902,87,4,5,NULL,85
903,87,1,2,NULL,18
904,87,3,4,NULL,64
905,87,15,9,NULL,81
906,87,13,1,NULL,9
907,87,16,6,NULL,78
908,87,9,4,NULL,40
909,87,11,9,NULL,45
910,87,16,3,NULL,57
911,87,18,5,NULL,25
912,87,3,1,NULL,19
913,87,11,10,NULL,70
914,87,8,2,NULL,34
915,87,16,4,NULL,32
916,87,7,9,NULL,99
917,87,10,3,NULL,27
918,87,15,9,NULL,90
919,87,18,7,NULL,49
920,87,20,3,NULL,27
921,87,16,6,NULL,78
922,87,16,10,NULL,150
923,87,12,6,NULL,48
924,87,1,2,NULL,12
925,87,5,1,NULL,20
926,87,12,7,NULL,63
927,87,13,10,NULL,50
928,87,8,4,NULL,52
929,87,10,8,NULL,80
930,87,11,1,NULL,17
931,87,13,4,NULL,36
932,87,14,4,NULL,36
933,87,6,2,NULL,26
934,87,18,4,NULL,48
935,87,6,7,NULL,126
936,87,15,1,NULL,5
937,87,15,5,NULL,35
938,87,17,1,NULL,6
939,87,3,10,NULL,50
940,87,6,2,NULL,28
941,87,20,9,NULL,72
942,87,13,10,10,110
943,87,1,5,NULL,65
944,87,6,8,NULL,136
945,87,10,6,NULL,90
946,87,9,5,NULL,80
947,87,13,3,NULL,30
948,87,2,8,NULL,104
949,87,14,10,NULL,190
950,87,10,6,NULL,42
951,87,13,4,NULL,32
952,87,18,4,NULL,68
953,87,6,8,NULL,40
954,87,17,9,NULL,81
955,87,14,4,NULL,64
956,87,4,1,NULL,18
957,87,3,2,NULL,30
958,87,10,5,NULL,45
959,87,2,10,NULL,80
960,87,11,3,NULL,45
961,87,11,7,NULL,98
962,87,15,3,NULL,36
963,87,10,1,NULL,13
964,87,19,6,NULL,60
965,87,9,3,NULL,33
966,87,3,9,NULL,180
967,87,6,6,NULL,84
968,87,14,5,NULL,50
969,87,17,10,NULL,180
970,87,4,10,NULL,60
971,87,20,1,NULL,17
972,87,10,1,NULL,19
973,87,17,7,NULL,112
974,87,11,8,NULL,104
975,87,4,5,NULL,95
976,87,1,7,NULL,56
977,87,5,8,NULL,144
978,87,14,2,NULL,12
979,87,7,8,NULL,88
980,87,9,9,NULL,90
981,87,2,2,NULL,24
982,87,16,1,NULL,17
983,87,12,8,NULL,128
984,87,7,8,NULL,144
985,87,8,6,NULL,54
986,87,6,4,NULL,72
987,87,10,5,NULL,25
988,87,13,1,NULL,8
989,87,9,5,NULL,70
990,87,18,5,NULL,40
991,87,5,8,NULL,112
992,87,10,9,NULL,180
993,87,16,2,NULL,26
994,87,7,2,NULL,40
995,87,12,8,NULL,144
996,87,4,5,NULL,90
997,87,4,2,NULL,16
